Map Name,Map UID,Filename Number,Map Number Field,Issue
Summer 2023 - Section 10 Joined,lq0xOeNuYLJm1qx33laAM53eHkh,N/A,,Number not found in filename
YEET T02,MOKYz6ypMvVUBANRTO6Zjj0UlBl,N/A,12,Number not found in filename
Fall 2021 11 Big,UAGtSaDvUx4F8FnfcTykXd0Y3Q2,N/A,11,Number not found in filename
Spring 2020 - T10 FreeWheel,8G86ke2dqTHdbmBuJNU1u3d7an,N/A,20,Number not found in filename
T08 Short,A_eZvDkXvz1Xm0of_p2y_t4vZRi,N/A,18,Number not found in filename
Icy S15,DiJcg0vXEHwcaTO8rJoxeKOBmrf,N/A,15,Number not found in filename
Fall 2021 08 Big,pZVu6Tk7ZuWXBOGGNWCg3EwyDZ7,N/A,08,Number not found in filename
$<T05$> - CarDesert,QCu2JWpw0tnsjNY2BvFviM1AEVl,N/A,15,Number not found in filename
Winter 2024 - Last Section Joined,8e5ErEQJ4eZxTSRDPmp8L21Vqld,N/A,,Number not found in filename
Fall 2022 - There&Back 23,9PelOWzDiVaJ88gyX3B_ZXyjzS4,N/A,23,Number not found in filename
Fall 01 (BLIND),bH3djwuAhzBA4teqjyYYSvfjeye,N/A,01,Number not found in filename
Fall 2021 02 Big,GMTJnrOWvJmqZa3dcqSNFluNCMl,N/A,02,Number not found in filename
Icy S14,KYJ9ux23gdtBznoiH8E4bY9Kckh,N/A,14,Number not found in filename
S01 CP-Boost,pjNVrA7U2l84ncXKD9YAbGxjgc8,N/A,01,Number not found in filename
S02 cpless,Umpfglh5wQlqeFrEe1SRSsU58Vl,N/A,02,Number not found in filename
Airwalk - Podium,_nrHM7usZfzlEsuz_aDGuV_ynGh,N/A,,Number not found in filename
$3C0S$4C0pr$5D1i$6D1n$7D1g $8D11$9D12$9E2 $AE2-$BE2 T$CE2i$DE2l$EF3te$FF3d,2Vsxn1fJaMTDPMlmIlWqP2lNN49,N/A,12,Number not found in filename
Fall 2023 - Section 14 Joined,f_RMGITeapvxtmlLEHjHWFdsti5,N/A,,Number not found in filename
Black BOSS Winter 2024,geLpGQ0J8UtUSieUDtW4wkORh79,N/A,,Number not found in filename
$3C0S$4C0pr$5D1i$6D1n$7D1g $8D10$9D16$9E2 $AE2-$BE2 T$CE2i$DE2l$EF3te$FF3d,liEQ8PrqLsL0wnOVzoDdygIFxZ3,N/A,06,Number not found in filename
Spring 2022 Supersized 04,OfkfIuJ2dJYjHUGV21MviuRSry0,N/A,04,Number not found in filename
Spring 2023 - There&Back 09,OMqD7jSm5uW0FQGGx3R6ldIpCMm,N/A,09,Number not found in filename
$3C0S$4C0pr$5D1i$6D1n$7D1g $8D10$9D14$9E2 $AE2-$BE2 T$CE2i$DE2l$EF3te$FF3d,PdLl6wLthT7EblIZvHmmy3v544e,N/A,04,Number not found in filename
BOSS Red of Spring 2023,R4v9zuUwGCLZQySP4vttGl2lvmc,N/A,,Number not found in filename
$<T07$> - CarSnow,SqS92cxl9sQvCK1NWHL0W0hEYnf,N/A,17,Number not found in filename
T02 CP1 is End,5Fb3MQRwHEXIWFxFWu6BmmfJze3,N/A,12,Number not found in filename
S13 - CarDesert,byAdlSPUixwdbV8ysDhaIJ133Rl,N/A,13,Number not found in filename
$<S05$> - CarDesert,HF2Mt8_e02b7ou7hhzymtBEqbU4,N/A,05,Number not found in filename
YEET S03,MxYx0IgIRY6FloP5FapalrBNIs7,N/A,03,Number not found in filename
S14 Boosterless,snlnDwGjrNRI0K7kWoOTOtIAkNc,N/A,14,Number not found in filename
$<S02$> - CarRally,W4guH0sxoN3kjiPGu3FMrgLgH9f,N/A,02,Number not found in filename
Spring 2022 Supersized 03,WIDZu2iocXoqakVU6ZuvtzB5G60,N/A,03,Number not found in filename
Winter 2024 - Section 5 Joined,0kpBJVLDb78TKVoeV59WgY8QLr4,N/A,,Number not found in filename
$<S04$> - CarSnow,25lIvHC94CgPNOWhbANuHX_y3Zb,N/A,04,Number not found in filename
T03 (1-UP),6yMJP466vRCBAlnY8Btbl5e2YQ4,N/A,13,Number not found in filename
Wood S06,CArxydNK9Ai9IYiscJkwqI6veGb,N/A,06,Number not found in filename
Icy RR Winter 2023 13,IxhMYeW9o9i4jw6bVPpEtX5_Sx4,N/A,13,Number not found in filename
Fall 2021 - Red Combined,lG_OWWTWrr3kdCjYEGqcC5rwdm0,N/A,,Number not found in filename
Fall 2023 - Section 9 Joined,tSnw6eL86IUU3liPc6U0BvZ8t82,N/A,,Number not found in filename
S09 STTF,WmKtw2NLmVXF011wNG7dAvCm3n6,N/A,09,Number not found in filename
Winter 2023 - There&Back 18,8sgzqPgj9UQEm6H9lgv7FvUdP51,N/A,18,Number not found in filename
Super14,B3lkxDtwBvU_Q5xmCsqDAI1es1c,N/A,,Number not found in filename
Summer 2023 - Section 8 Joined,dTzWv34wUie12QLGqarJafsbv00,N/A,,Number not found in filename
Winter 2024 - Section 7 Joined,esvYObyAtkDzgcn1bAt0qqQRrxe,N/A,,Number not found in filename
Super17,h5hWa8bPmo6ngO0YQzNcNhnmzxh,N/A,,Number not found in filename
Winter 2023 - There&Back 07,hhDOTQjXGK_2X072_7PdNaaX1D0,N/A,07,Number not found in filename
T05 1-forward,jlS_gVfX8PWOvUV1C5MZsgTRVnj,N/A,15,Number not found in filename
YEET T10,O0gZRXimukPaWh_XSa2WCPJAAab,N/A,20,Number not found in filename
S09 CP1 is End,Oicna8yc1BKsbfFtD4hi3aTl36b,N/A,09,Number not found in filename
Winter 2022 - Green Combined,QaaqxjhrQ0_U7sk80l0toQuX4Yk,N/A,,Number not found in filename
Fall 2023 - There&Back 17,rKeE9FgYpkvmpPEPQv7QZtMjmga,N/A,17,Number not found in filename
$3C0S$4C0pr$5D1i$6D1n$7D1g $8D11$9D14$9E2 $AE2-$BE2 T$CE2i$DE2l$EF3te$FF3d,UK9y1jYdCluNR4HYiWu872pvhn6,N/A,14,Number not found in filename
Fall 2021 06 Big,XNSgaRmby5wYdlwzQuG1jYM4W0,N/A,06,Number not found in filename
Summer 2024 - Replay 07,ZociOarQ2H0gBa4dtu6u7Lm37A8,N/A,07,Number not found in filename
S10 - Flooded,_oPv8meG_1z10INznBePRSw8bEl,N/A,10,Number not found in filename
Summer 2023 - There&Back 12,0fcnzW9HYLEkPyoZV6ieoKKeKw2,N/A,12,Number not found in filename
Summer 2023 - There&Back 24 (Unvalidated),BZdLLaaDF_aTFdvDRdYZWvQTac,N/A,24,Number not found in filename
Fall 2021 25 Big,eLzwjrjgjxzDZAzmOhadZ1hb0Gj,N/A,25,Number not found in filename
Fall 2021 - Black Combined,fJAuH0ByzKd_8PsIK4eQVPHgZ0,N/A,,Number not found in filename
S10 - Sky Finish,jQdUWCEetgOcfdc1dWezYtHcne4,N/A,10,Number not found in filename
[Rally] T04 - CP1 is End,jvEvPcxPc6Y77kdmxEb7qcgYPN4,N/A,14,Number not found in filename
S02,Wyr_1aiaLGTIkq40OkrE6jM_EG6,N/A,02,Number not found in filename
KnifeEdge [EASY MODE],wGdFL7lhBQnfFMJ9gGCFxgf4JC8,N/A,,Number not found in filename
Supersized_Spring_2024_-_05,0TWrceiPf7tAW1DPTReZKhv2tJc,N/A,,Number not found in filename
White BOSS Winter 2024,1pUs9nURD6oEcP4AkmzE4St7PAk,N/A,,Number not found in filename
S12 CP1 is End,2jm6bygIcmLOWjQguajZxw951sg,N/A,12,Number not found in filename
S13 CP1 is End,3fs2dHOCu4eAJLvpTIKyhNgpOl8,N/A,13,Number not found in filename
S07 - Sky Finish,5XJzY2GD6zWtQcXVw4ew39wKRcm,N/A,07,Number not found in filename
Winter 2023 - There&Back 17,9wxdtnGHtRTBBGblI9eFhC7ycF4,N/A,17,Number not found in filename
$3C0S$4C0pr$5D1i$6D1n$7D1g $8D10$9D12$9E2 $AE2-$BE2 T$CE2i$DE2l$EF3te$FF3d,DWsp_e6UTLFjGvXPpruVQwjbMgf,N/A,02,Number not found in filename
Fall 2023 - There&Back 23,gsvG35yfWyGcFhm_xhlnLfxcWsm,N/A,23,Number not found in filename
S15,jfVEZTOxGFyy29NusaGqg59Edjk,N/A,15,Number not found in filename
$w$i$o$s$ff0S$fffummer $0ffF$fffrost (grass),qS5u2zKTiSt8ta1NvWeKCFEDf45,N/A,,Number not found in filename
S07 STTF,rFso0B2OMiIkn5sAqfEL_PiuvXk,N/A,07,Number not found in filename
S04 - Flooded,wAc5DLqOJI2i7FdLv4bKwdYKjY2,N/A,04,Number not found in filename
Icy RR Winter 2023 14,xvATQmbC7LRSlx30C2im0z8pnig,N/A,14,Number not found in filename
S15 (1-DOWN),_Efh_bVfye_hrRrTweNEwd9TuHf,N/A,15,Number not found in filename
S02 STTF,7_DQil_oj4Tvzlvwjzd1xqyCtHg,N/A,02,Number not found in filename
T01 CP-Boost,CDFDIAnLa_qyOlB9xibZgmDIidi,N/A,11,Number not found in filename
S13-,JfR2nmgEFjNQUcsZ_0gif3U9C4k,N/A,13,Number not found in filename
S10,SmpgE2AjfPDeDIy0oNN1tz4r_yf,N/A,10,Number not found in filename
T02 CP-Boost,sqNXw7TDBUom5Jp3AcUtHU3zaMb,N/A,12,Number not found in filename
Winter 2023 - There&Back 25,unFIhx4mXTRHIqu4gxUs48R1ZW1,N/A,25,Number not found in filename
S02 Short,wrpfZMDjVJF4JNxOk3FHZ_Zyr95,N/A,02,Number not found in filename
Fall 2023 - Section 15 Joined,ATZwFsRuNraqElH9KA_AgXeVkm3,N/A,,Number not found in filename
Spring 2022 Supersized 20,eLSKMUKUWEdgGZc0_WoZxm8oEGc,N/A,20,Number not found in filename
Wood S10,JNF20UsEdmuV1CBhcXqA4j5lF93,N/A,10,Number not found in filename
Spring 2022 Supersized 17,MBHkDId74ow6tpS48cgsJnTavP0,N/A,17,Number not found in filename
S14 Short,MCb88z5pkRhgLW_IORpwqlkZ4j,N/A,14,Number not found in filename
Spring 2022 Supersized 19,oRyEobbAT1zIVFW2Wg4V_znTdzd,N/A,19,Number not found in filename
Icy RR Winter 2023 04,oWco9MwYhtqimcsyC41YF832Pj2,N/A,04,Number not found in filename
Fall 2022 - There&Back 03,OZJ0L14xX43g37T0WsyfKk3DjT4,N/A,03,Number not found in filename
Fall 2023 - There&Back 24,QbDOJtcVZY1eBVK3DncOdStDhTl,N/A,24,Number not found in filename
YEET T09,2lmjp58pjdtgGGYcgTSGNCs5tR9,N/A,19,Number not found in filename
T07 (1-DOWN),4aRMnaN7SKZfGHXoqtg9N1zB0u,N/A,17,Number not found in filename
$<S01$> - CarSnow,4vj_bykFgLraA9zNB_XBfbGmW07,N/A,01,Number not found in filename
Training - Blue Combined,8HspIq2aXPMG2AIpq0ROclbTjB8,N/A,,Number not found in filename
Winter 2023 - There&Back 11 (unvalidated),DgZ4cNaXuq8kJ74X7h6GOecAiqm,N/A,11,Number not found in filename
$<S10$> - CarRally,NrAzBFDDcZ71K7Eeb2OQSAGYfgl,N/A,10,Number not found in filename
Summer 2023 - There&Back 21,UUGqPcLQ4Jp1fy7JxWyrVtpLm92,N/A,21,Number not found in filename
Spring 2023 - There&Back 03,ZWQZO_fL_MMmCXzJNFTesCjDmL9,N/A,03,Number not found in filename
Clock Tower [EASY MODE],0llEeeUMA_otcS1c1MrpykMvaHk,N/A,,Number not found in filename
Fall 2021 22 Big,1bWOv0x_0ZRoQCDQWa4h1BZ55C4,N/A,22,Number not found in filename
Fall 2021 18 Big,cdjD7KzECoqGxeYAhjvBzUPfFog,N/A,18,Number not found in filename
Fall 2023 - There&Back 13,fzyX100_wXq265LBj8htq8asPu,N/A,13,Number not found in filename
GreenCity (SnowCar),O3yG3GAgUJPC4bsqmri_B68GoMf,N/A,,Number not found in filename
Spring 2022 Supersized 11,q8dTvLYRksWqp53sqG5uOvikym5,N/A,11,Number not found in filename
T06 - Flooded,sDw0StU2ukvsFqX6RJr2EHJ7v32,N/A,16,Number not found in filename
[Rally] S01 - CP1 is End,tzq_JiAw3D_s0JGBHNidF_rMvN1,N/A,01,Number not found in filename
T08 1-forward,u1C4hMlYpJ2wsHsUEvnU2ztV107,N/A,18,Number not found in filename
S01 (1-DOWN),ZKkzxOBKmbz4ILOwhUppnWnrzti,N/A,01,Number not found in filename
Fall 2022 - There&Back 24,_en3UuMawU_my9g05MsCm5DAHAd,N/A,24,Number not found in filename
YEET S04,7r1BRMTzUiLASKAqy5fpIOdR4cj,N/A,04,Number not found in filename
Fall 2021 05 Big,bmAned7zMkgHDnCbUyxwJZYsjye,N/A,05,Number not found in filename
Spring 2023 - There&Back 05 (Unvalidated),DuQ8MU_dZXdsPetshF02kYQ33ic,N/A,05,Number not found in filename
T10,G9IhptfgxZ1GCrO4fYirW9sKQw8,N/A,20,Number not found in filename
Winter 2023 - There&Back 04,grONLecCSdAEF0azcVtenJ5J0T,N/A,04,Number not found in filename
Fall 2022 - There&Back 19,hF2lmSR6ds_NE0_oQkagWg4tkZg,N/A,19,Number not found in filename
$<S01$> - CarRally,KKUWJy7b7GMqQn4dO6hQX0_YRQe,N/A,01,Number not found in filename
Spring 2023 - There&Back 11,nXQPittc9_UH12e8qCPzxzazN0d,N/A,11,Number not found in filename
Fall 2023 - Section 10 Joined,r7sNEAUlQXjrlZwoYjdyIaCmva5,N/A,,Number not found in filename
Fall 2023 - Section 13 Joined,yyyRdTHnShuIBF7e0i3RnxF7vt9,N/A,,Number not found in filename
T06 STTF,zDXKuSwBX3GUmAhD3lV3zzytUbc,N/A,16,Number not found in filename
Spring 2023 - There&Back 21,5pMXV5TIbYt19G7a23W4TJqmlB5,N/A,21,Number not found in filename
Winter 2022 - Red Combined,DSF8EE9aGG7PXIMAwH2ZRkVEH10,N/A,,Number not found in filename
S01 - Sky Finish,hCE3BLanTtBSi9IlyjuOYLyY861,N/A,01,Number not found in filename
$3C0S$4C0pr$5D1i$6D1n$7D1g $8D10$9D13$9E2 $AE2-$BE2 T$CE2i$DE2l$EF3te$FF3d,S0tWJlaeRkyrvo9zSaKNaCQViQ1,N/A,03,Number not found in filename
Summer 2021 - Green Combined,Zbe3jhC8a6JIXWnl6Q6SBu4kdhm,N/A,,Number not found in filename
Summer 2023 - There&Back 05,1hX2LyhWcw29Ixveel0hLlQwVt0,N/A,05,Number not found in filename
$3C0S$4C0pr$5D1i$6D1n$7D1g $8D10$9D11$9E2 $AE2-$BE2 T$CE2i$DE2l$EF3te$FF3d,IG3eqdb6_RL7f3UvVuvgSV_Qv3m,N/A,01,Number not found in filename
T05 Short,lp5bdlWUrvcOpbvp_RpU4tJOSI,N/A,15,Number not found in filename
Spring 2023 - Last Section Joined (All Ends),nE92yn1xHJcTolCAnMfNZF5bgc3,N/A,,Number not found in filename
S03 - Sky Finish,wBFzHHZcWi2X9m0TzCXWqMAiEeg,N/A,03,Number not found in filename
Summer 2024 - Replay 18,wvny0C_cryxbkiyzLHzI7IpHXXc,N/A,18,Number not found in filename
Wet Stastic,XNwn955QsvkoeeLHWoHsTy5Qf9m,N/A,,Number not found in filename
Fall 2022 - There&Back 21,ylxcxbff9yfQ32NM0Fw4nste0e9,N/A,21,Number not found in filename
Fall 2022 - There&Back 15,1a6DtEguDAP1CReFLrku2Oerix2,N/A,15,Number not found in filename
S09 - Flooded,233_UABJw9zDbfvmkDKhqNVlo9m,N/A,09,Number not found in filename
Spring 2022 Supersized 08,6Vs6uvlunOOMxC3VU1Uf_aVvlMh,N/A,08,Number not found in filename
S06 Boosterless,6XITtKWrTh3GStiXFC_5g0Xx5h4,N/A,06,Number not found in filename
Summer 2021 - White Combined,BZok3a199HjL5ovTnANB2ZLblma,N/A,,Number not found in filename
T02 - Sky Finish,f9yQ1ZMMM1P30GcWxtilGyO89Il,N/A,12,Number not found in filename
Winter 2022 - Blue Combined,FCLmK9IJ5POxemnveMI5V5nT62,N/A,,Number not found in filename
Spring 2023 - Section 2 Joined,GCcDayANjWW4cyWgQkva3aMheA3,N/A,,Number not found in filename
Fall 2023 - Section 6 Joined,hQnABBfnuLP_7buqtZuRnJS7MT7,N/A,,Number not found in filename
Icy RR Winter 2023 07,iyp5VumliCzPNFiqd2GbziA3SI7,N/A,07,Number not found in filename
Wood S07,kOTfMGz66aungCwQDHjL3kheWk8,N/A,07,Number not found in filename
S03 - Flooded,OqrdTRNzZc1ExNLbOe5BDXGsUt9,N/A,03,Number not found in filename
S01 (1-UP),PNJUH_Dtnq5YEyTemS3x0OgHBEi,N/A,01,Number not found in filename
Fall 2021 - Blue Combined,SNOa0fd68wLfj91mZ9Vdmxrc3ja,N/A,,Number not found in filename
Spring 2020 - S12 FreeWheel,TCZ8g9Yw8dOjrsCJefsbM6sKYs0,N/A,12,Number not found in filename
Spring 2022 Supersized 13,u89luYgl7ZFEdUpCNhsiuCRchB1,N/A,13,Number not found in filename
Summer 2023 - Section 7 Joined,wc7imzObYHKC23OqmBv1scTCoL7,N/A,,Number not found in filename
$<S01$> - CarDesert,_nC9baO9Qbc61oOOfhkPTXViMR8,N/A,01,Number not found in filename
S02 CP1 is End,JhPEs38gB2ZEyi62AYSNTYcHed1,N/A,02,Number not found in filename
Spring 2022 Supersized 06,Okd1VwanmsO8bawi9A26FtNnva6,N/A,06,Number not found in filename
